Unnamed: 0	audios	text	without_lm	with_lm
2724	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0051.wav	she turned off the light and lit a candle which she put behind her screen then prepared to get into bed	she turned off the light and lit a candle which he put behind her screen theyn prepared ticket and bed	she turned off the light and lit a candle which he put behind her screen then prepared ticket and bed
2725	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0052.wav	annie's manner was very mysterious	anny's manner was very mysterious	annie's manner was very mysterious
2726	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0053.wav	annie did not mean to confide in anyone that night and the kindest thing was to leave her alone	anni did not mean to confide in anyone that night and the kindest thing was to leave her alone	annie did not mean to confide in anyone that night and the kindest thing was to leave her alone
2727	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0054.wav	tired out leslie herself dropped asleep	tire it out lesly herself dropped asleep	tie it out leslie herself dropped asleep
2728	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0055.wav	annie is that you she called out	annie is that you she called out	annie is that you she called out
2729	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0056.wav	there was no reply but the sound of hurrying steps came quicker and quicker now and then they were interrupted by a groan	there was no reply but the sound of hurrying steps came quicker and quicker now and then they were interrupted by a groan	there was no reply but the sound of hurrying steps came quicker and quicker now and then they were interrupted by a groan
2730	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269288-0057.wav	oh this will kill me my heart will break this will kill me	oh this will kill me my heart will break this will kill me	oh this will kill me my heart will break this will kill me
2731	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0000.wav	the guild of saint elizabeth	the guilt of saint elizabeth	the guilt of saint elizabeth
2732	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0001.wav	immediately after dinner that evening leslie ran up to her room to make preparations for her visit to east hall	immediately after dinner that evening lesly ran up to her room to make preparations for her visit to east hall	immediately after dinner that evening leslie ran up to her room to make preparations for her visit to east hall
2733	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0002.wav	i'm not coming said annie	i'm not coming said anny	i'm not coming said any
2734	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0003.wav	every student is to be in east hall at half past eight	every student is to be in east hall at half past eight	every student is to be in east hall at half past eight
2735	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0004.wav	it doesn't matter replied annie whether it is an order or not i'm not coming say nothing about me please	it doesn't matter replied annie whether it is an order or not i'm not coming see nothing about me please	it doesn't matter replied annie whether it is an order or not i'm not coming see nothing about me please
2736	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0005.wav	it burned as if with fever	it burned as if with fever	it burned as if with fever
2737	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0006.wav	you don't know what a trial it is for me to have you here	you don't know what a child it is for me to have you here	you don't know what a child it is for me to have you here
2738	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0007.wav	i want to be alone go	i want to be alone go	i want to be alone go
2739	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0008.wav	i know you don't quite mean what you say said leslie but of course if you really wish me	i know you don't quite mean what you say said lisly but of course if you really wish me	i know you don't quite mean what you say said lazily but of course if you really wish me
2740	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0009.wav	you fret me beyond endurance	you frit may beyond endurance	you fret may beyond endurance
2741	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0010.wav	wrapping a pretty blue shawl round her head and shoulders she turned to annie	wrapping a pretty blue shawl around her hiddan shoulders she turned to annie	wrapping a pretty blue shawl around her hidden shoulders she turned to annie
2742	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0011.wav	leslie was just closing the door behind her when annie called after her	leaslie was just closing the dow behind her when ennie called after her	leslie was just closing the door behind her when annie called after her
2743	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0012.wav	i took it out said leslie took it out	i took it out said leasly took it out	i took it out said leslie took it out
2744	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0013.wav	have the goodness to find it and put it back	have the goodness to find it and put it back	have the goodness to find it and put it back
2745	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0014.wav	but don't lock me out please annie	but don't lock me out please any	but don't lock me out please any
2746	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0015.wav	oh i won't lock you out she said but i must have the key	oh i won't lock you out she said but i must have the key	oh i won't lock you out she said but i must have the key
2747	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0016.wav	jane heriot's voice was heard in the passage	jane hiryitt's voice was heard in the passage	jane heriot's voice was heard in the passage
2748	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0017.wav	as she walked down the corridor she heard it being turned in the lock	as she walked round the corridor she heard it being turned in the locg	as she walked down the corridor she heard it being turned in the lock
2749	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0018.wav	what can this mean she said to herself	what can this mean she said to herself	what can this mean she said to herself
2750	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0019.wav	oh i won't press you replied jane	oh i won't priss you replied jane	oh i won't press you replied jane
2751	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0020.wav	oh i shall never do that replied leslie	oh i shall never do that replied lisly	oh i shall never do that replied leslie
2752	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0021.wav	you see all the girls except eileen and marjorie laugh at her and that seems to me to make her worse	you see all the girls except ilene and marjurie laugh at her and that seems to me to make her worse	you see all the girls except line and marjorie laugh at her and that seems to me to make her worse
2753	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0022.wav	some day jane you must see her	some day jane you must see her	some day jane you must see her
2754	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0023.wav	if you are in london during the summer you must come and pay us a visit will you	if you are in london during the summer you must come and pay ith a visit will you	if you are in london during the summer you must come and pay with a visit will you
2755	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0024.wav	that is if you care to confide in me	that is if you care to comfide on me	that is if you care to confide on me
2756	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0025.wav	i believe poor annie is dreadfully unhappy	i believe poor annie is dreadfully unhappy	i believe poor annie is dreadfully unhappy
2757	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0026.wav	that's just it jane that is what frightens me she refuses to come	that's just a jain that is what frightens me she refuses to come	that's just a jane that is what frightens me she refuses to come
2758	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0027.wav	refuses to come she cried	refuses to come she cried	refuses to come she cried
2759	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0028.wav	she will get into an awful scrape	shew'll get in her awful scrape	she'll get in her awful scrape
2760	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0029.wav	i am sure she is ill she works too hard and she but there i don't know that i ought to say any more	i am sure she is ill she works too hard and she but there i don't know that i ought to say any more	i am sure she is ill she works too hard and she but there i don't know that i ought to say any more
2761	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0030.wav	i'll wait for you here said leslie	i'll wait for you here said lisly	i'll wait for you here said leslie
2762	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/8188-269290-0031.wav	do come annie do	do come any do	do come any do
